time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:fileDeletionBacklog,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:nBinDeltaDeleteOps,Op:nBinDeltaGetOps,Op:nBinDeltaInsertOps,Op:nBinDeltaUpdateOps,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2017-11-06 16:42:35.641 UTC, ,125,3159109,1056,13256, , ,3, ,22,3,0.14, , , , , , , ,3,3, ,2, ,2,1,5, ,24,10, , , , , , , , , , , , , ,4950,4, ,4262, , , , , ,22,22, , , , , ,1,77, , , , , , , , , , , , , , , , , , , , , , , , ,1509986555278,3145728, , , ,18,0, , , ,2, , , ,3, , , , ,18, ,2048,1, , , , ,120832,29, , , , , , , , , , ,24198152,-1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 16:43:14.251 UTC, ,125,3159109,1056,13256, , ,3, ,2, , , , , , , , , ,3,3, , , ,2,1,5, ,2,1, , , , , , , , , , , , , ,4950,4, ,4262, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509986555278,3145728, , , ,1,0, , , ,1, , , ,3, , , , ,1,1, , , , , , ,4096,2, , , , , , , , , , ,24198152,-1, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 16:55:36.741 UTC, ,125,3159109,1056,13256, , ,3, ,22,3,0.14, , , , , , , ,3,3, ,2, ,2,1,5, ,24,10, , , , , , , , , , , , , ,4950,4, ,4262, , , , , ,22,22, , , , , ,1,77, , , , , , , , , , , , , , , , , , , , , , , , ,1509987336379,3145728, , , ,18,0, , , ,2, , , ,3, , , , ,18, ,2048,1, , , , ,120832,29, , , , , , , , , , ,24198232,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 16:56:36.756 UTC, ,125,3162197,1056,16232,112, ,4, ,7,1,0.14, , , , , , , ,4,4, , , ,2,2,6, ,3,1, , , , , , , , , , , , , ,4950,4, ,4262, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987336379,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,24879872,-1, , , , , , ,4, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 16:57:36.781 UTC, ,125,3162197,1056,16232,112, ,4, ,6, , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,4950,4, ,4262, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987336379,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,24879872,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 16:58:36.812 UTC, ,125,3162197,1056,16232,112, ,4, ,6, , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,4950,4, ,4262, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987336379,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,24879872,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 16:59:36.839 UTC, ,125,3162197,1056,16232,112, ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,4950,4, ,4262, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987336379,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,25561440,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:00:36.865 UTC, ,125,3162197,1056,16232,112, ,4, ,2, , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,4950,4, ,4262, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987336379,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,25561440,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:01:36.888 UTC, ,125,3162197,1056,16232,112, ,4, ,12, , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,4950,4, ,4262, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987336379,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,26243304,-1, , , , , , ,44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,34, , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:02:36.909 UTC, ,125,3162197,1056,16232,112, ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,4950,4, ,4262, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987336379,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,26243304,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:03:36.936 UTC, ,125,3163245,1056,17280,112, ,4, ,31, , , , , , , , , ,4,4, , , ,2,2,6, ,1, , , , , , , , , , , , , , ,4950,4, ,4262, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987336379,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,26243304,-1, , , , , , ,142, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,17, ,105, , , , , ,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:04:15.214 UTC, ,125,3163133,1056,17280, , ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,4950,4, ,4262, , , , , ,22,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987336379,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,26924912,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:05:28.157 UTC, ,125,3159213,1056,13280,80, ,3,1,25,3,0.12, , , , , , , ,3,3, ,2,1,2,1,5, ,29,12, , , , , , , , , , , , , ,7980,5, ,6517, , , , , ,19,19, , , , , ,1,108, , , , , , , , , , , , , , , , , , , , , , , , ,1509987927654,3145728, , , ,21,0, , , ,3, , , ,3, , , , ,21,1,2048,1, , , , ,129024,33, , , , , , , , , , ,24099992,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:05:45.785 UTC, ,125,3163229,1056,17376, , ,4, ,11,1,0.09, , , , , , , ,4,4, , , ,2,2,6, ,1, , , , , , , , , , , , , , ,7980,5, ,6517, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987927654,3145728, , , ,2,0, , , , , , , ,3, , , , ,2,1, , , , , , ,4096,2, , , , , , , , , , ,24781560,-1, , , , , , ,86, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,77, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:06:02.067 UTC, ,125,3159133,1056,13280, , ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,28,11, , , , , , , , , , , , , ,7980,5, ,6517, , , , , ,19,19, , , , , ,1,108, , , , , , , , , , , , , , , , , , , , , , , , ,1509987961690,3145728, , , ,20,0, , , ,2, , , ,3, , , , ,20, ,2048,1, , , , ,124928,31, , , , , , , , , , ,24076384,-1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:07:02.079 UTC, ,125,3163341,1056,17376,112, ,4, ,15,1,0.07, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,7980,5, ,6517, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987961690,3145728, , , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,8192,4, , , , , , , , , , ,24757952,-1, , , , , , ,146, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13, ,130, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:08:02.103 UTC, ,125,3163341,1056,17376,112, ,4, ,6, , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,7980,5, ,6517, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987961690,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,24757952,-1, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:09:02.128 UTC, ,125,3163341,1056,17376,112, ,4, ,4, , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,7980,5, ,6517, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987961690,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,24757952,-1, , , , , , ,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:10:02.151 UTC, ,125,3163341,1056,17376,112, ,4, ,8, , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,7980,5, ,6517, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987961690,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,25439608,-1, , , , , , ,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,38, , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:11:02.180 UTC, ,125,3163341,1056,17376,112, ,4, ,4, , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,7980,5, ,6517, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987961690,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,25439608,-1, , , , , , ,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:12:02.205 UTC, ,125,3163341,1056,17376,112, ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,7980,5, ,6517, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987961690,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,25439608,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:13:02.234 UTC, ,125,3163341,1056,17376,112, ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,7980,5, ,6517, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987961690,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,25439608,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:14:02.257 UTC, ,125,3163341,1056,17376,112, ,4, ,18, , , , , , , , , ,4,4, , , ,2,2,6, ,1, , , , , , , , , , , , , , ,7980,5, ,6517, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987961690,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,26121248,-1, , , , , , ,92, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,8, ,77, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:15:02.279 UTC, ,125,3163341,1056,17376,112, ,4, ,7, , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,7980,5, ,6517, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987961690,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,26802888,-1, , , , , , ,108, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7, ,101, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:16:02.302 UTC, ,125,3163341,1056,17376,112, ,4, ,34, , , , , , , , , ,4,4, , , ,2,2,6, ,1, , , , , , , , , , , , , , ,7980,5, ,6517, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987961690,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,27484496,-1, , , , , , ,397, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, ,29, ,288, , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:17:02.323 UTC, ,125,3163341,1056,17376,112, ,4, ,9, , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,7980,5, ,6517, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987961690,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,27484496,-1, , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,81, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:18:02.346 UTC, ,125,3163341,1056,17376,112, ,4, ,2, , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,7980,5, ,6517, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987961690,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,27484496,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:19:02.369 UTC, ,125,3163341,1056,17376,112, ,4, ,22, , , , , , , , , ,4,4, , , ,2,2,6, ,1, , , , , , , , , , , , , , ,7980,5, ,6517, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987961690,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,27484496,-1, , , , , , ,134, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,13, ,113, , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:20:02.398 UTC, ,125,3163341,1056,17376,112, ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,7980,5, ,6517, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987961690,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28166096,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:21:02.424 UTC, ,125,3163341,1056,17376,112, ,4, ,28, , , , , , , , , ,4,4, , , ,2,2,6, ,1, , , , , , , , , , , , , , ,7980,5, ,6517, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987961690,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28847728,-1, , , , , , ,200, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,19, ,177, , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:22:02.445 UTC, ,125,3163341,1056,17376,112, ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,7980,5, ,6517, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987961690,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28847728,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:23:02.466 UTC, ,125,3163341,1056,17376,112, ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,7980,5, ,6517, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987961690,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28847728,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-06 17:23:47.599 UTC, ,125,3163229,1056,17376, , ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,7980,5, ,6517, , , , , ,19,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1509987961690,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28847728,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-07 01:39:56.972 UTC, ,125,3159269,1056,13304,112, ,3, ,26,3,0.12, , , , , , , ,3,3, ,2, ,2,1,5, ,32,13, , , , , , , , , , , , , ,12496,6, ,10471, , , , , ,14,14, , , , , ,2,155, , , , , , , , , , , , , , , , , , , , , , , , ,1510018796325,3145728, , , ,21,0, , , ,3, , , ,3, , , , ,21,1,2048,1, , , , ,145408,35, , , , , , , , , , ,24363608,-1, , , , , , ,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-07 01:40:56.989 UTC, ,125,3163877,1056,17912,112, ,4, ,7,1,0.14, , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,12496,6, ,10471, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1510018796325,3145728, , , ,2,0, , , , , , , ,3, , , , ,2,1, , , , , , ,4096,2, , , , , , , , , , ,24363608,-1, , , , , , ,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-07 01:41:57.011 UTC, ,125,3163877,1056,17912,112, ,4, ,4, , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,12496,6, ,10471, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1510018796325,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,24363608,-1, , , , , , ,46, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-07 01:42:57.038 UTC, ,125,3163877,1056,17912,112, ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,12496,6, ,10471, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1510018796325,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,24363608,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-07 01:43:57.058 UTC, ,125,3163877,1056,17912,112, ,4, ,7, , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,12496,6, ,10471, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1510018796325,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,25045264,-1, , , , , , ,118, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7, ,111, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2017-11-07 01:44:53.856 UTC, ,125,3163765,1056,17912, , ,4, ,7, , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,12496,6, ,10471, , , , , ,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1510018796325,3145728, , , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,25726952,-1, , , , , , ,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, ,94, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
